,DAY-MINUTE_OF_YEAR,EPAPA,EReHu,ESNDe,EWSWS,Edate,Edt,Etemp,Etime,LPAPA,LReHu,LSNDe,LWSWS,Ldate,Ldt,Ltemp,Ltime,dtEdt,dtLdt,inRange,inRange_dtEd,inRange_dtLd,pvE,pvL
101,64.375,1033.3,77.0,51.0,0.0,2012-03-04,2012-03-04 09:00,-4.2,09:00,1017.9,73.0,0.0,1.8,2017-03-05,2017-03-05 09:00,-3.2,09:00,2012-03-04 09:00:00,2017-03-05 09:00:00,1.0,1.0,1.0,,1022.0
103,64.3819444444,1033.2,74.0,50.0,0.6,2012-03-04,2012-03-04 09:10,-3.5,09:10,1017.8,71.0,0.0,2.1,2017-03-05,2017-03-05 09:10,-2.9,09:10,2012-03-04 09:10:00,2017-03-05 09:10:00,1.0,1.0,1.0,1034.0,1022.0
104,64.3888888889,1033.1,71.0,50.0,0.9,2012-03-04,2012-03-04 09:20,-3.6,09:20,1017.8,69.0,0.0,1.9,2017-03-05,2017-03-05 09:20,-2.8,09:20,2012-03-04 09:20:00,2017-03-05 09:20:00,1.0,1.0,1.0,1039.0,1005.0
106,64.3958333333,1033.1,72.0,51.0,1.1,2012-03-04,2012-03-04 09:30,-3.6,09:30,1017.8,69.0,0.0,1.5,2017-03-05,2017-03-05 09:30,-2.3,09:30,2012-03-04 09:30:00,2017-03-05 09:30:00,1.0,1.0,1.0,1050.0,1014.0
108,64.4027777778,1033.1,70.0,51.0,1.1,2012-03-04,2012-03-04 09:40,-3.2,09:40,1017.9,66.0,0.0,1.5,2017-03-05,2017-03-05 09:40,-2.1,09:40,2012-03-04 09:40:00,2017-03-05 09:40:00,1.0,1.0,1.0,1032.0,1011.0
110,64.4097222222,1033.0,70.0,51.0,1.2,2012-03-04,2012-03-04 09:50,-2.8,09:50,1017.8,64.0,0.0,1.7,2017-03-05,2017-03-05 09:50,-2.0,09:50,2012-03-04 09:50:00,2017-03-05 09:50:00,1.0,1.0,1.0,1023.0,1018.0
111,64.4166666667,1032.9,68.0,51.0,1.0,2012-03-04,2012-03-04 10:00,-2.6,10:00,1017.7,63.0,0.0,2.3,2017-03-05,2017-03-05 10:00,-2.0,10:00,2012-03-04 10:00:00,2017-03-05 10:00:00,1.0,1.0,1.0,1038.0,1021.0
113,64.4236111111,1032.9,69.0,51.0,1.0,2012-03-04,2012-03-04 10:10,-2.5,10:10,1017.6,60.0,0.0,2.0,2017-03-05,2017-03-05 10:10,-1.7,10:10,2012-03-04 10:10:00,2017-03-05 10:10:00,1.0,1.0,1.0,1043.0,1017.0
115,64.4305555556,1032.8,68.0,51.0,1.6,2012-03-04,2012-03-04 10:20,-2.3,10:20,1017.7,58.0,0.0,2.0,2017-03-05,2017-03-05 10:20,-1.5,10:20,2012-03-04 10:20:00,2017-03-05 10:20:00,1.0,1.0,1.0,1046.0,1008.0
118,64.4375,1032.7,67.0,51.0,2.1,2012-03-04,2012-03-04 10:30,-1.9,10:30,1017.7,56.0,0.0,1.7,2017-03-05,2017-03-05 10:30,-1.3,10:30,2012-03-04 10:30:00,2017-03-05 10:30:00,1.0,1.0,1.0,1035.0,1001.0
120,64.4444444444,1032.7,65.0,51.0,2.0,2012-03-04,2012-03-04 10:40,-1.6,10:40,1017.7,55.0,0.0,2.0,2017-03-05,2017-03-05 10:40,-1.3,10:40,2012-03-04 10:40:00,2017-03-05 10:40:00,1.0,1.0,1.0,1038.0,991.0
122,64.4513888889,1032.6,65.0,51.0,1.6,2012-03-04,2012-03-04 10:50,-1.4,10:50,1017.7,56.0,0.0,1.7,2017-03-05,2017-03-05 10:50,-0.9,10:50,2012-03-04 10:50:00,2017-03-05 10:50:00,1.0,1.0,1.0,1018.0,975.0
124,64.4583333333,1032.5,62.0,51.0,1.7,2012-03-04,2012-03-04 11:00,-1.1,11:00,1017.6,52.0,0.0,2.3,2017-03-05,2017-03-05 11:00,-1.0,11:00,2012-03-04 11:00:00,2017-03-05 11:00:00,1.0,1.0,1.0,1009.0,962.0
126,64.4652777778,1032.4,62.0,51.0,1.8,2012-03-04,2012-03-04 11:10,-1.0,11:10,1017.6,52.0,0.0,1.9,2017-03-05,2017-03-05 11:10,-0.9,11:10,2012-03-04 11:10:00,2017-03-05 11:10:00,1.0,1.0,1.0,991.0,945.0
128,64.4722222222,1032.3,61.0,51.0,1.4,2012-03-04,2012-03-04 11:20,-0.7,11:20,1017.5,51.0,0.0,1.3,2017-03-05,2017-03-05 11:20,-0.8,11:20,2012-03-04 11:20:00,2017-03-05 11:20:00,1.0,1.0,1.0,949.0,933.0
129,64.4791666667,1032.3,59.0,51.0,1.7,2012-03-04,2012-03-04 11:30,-0.8,11:30,1017.4,52.0,0.0,2.1,2017-03-05,2017-03-05 11:30,-0.7,11:30,2012-03-04 11:30:00,2017-03-05 11:30:00,1.0,1.0,1.0,936.0,912.0
130,64.4861111111,1032.3,58.0,51.0,1.3,2012-03-04,2012-03-04 11:40,-0.7,11:40,1017.4,51.0,0.0,1.5,2017-03-05,2017-03-05 11:40,-0.5,11:40,2012-03-04 11:40:00,2017-03-05 11:40:00,1.0,1.0,1.0,919.0,884.0
131,64.4930555556,1032.2,57.0,51.0,1.0,2012-03-04,2012-03-04 11:50,-0.5,11:50,1017.3,49.0,0.0,1.9,2017-03-05,2017-03-05 11:50,-0.6,11:50,2012-03-04 11:50:00,2017-03-05 11:50:00,1.0,1.0,1.0,900.0,851.0
132,64.5,1032.1,56.0,51.0,1.5,2012-03-04,2012-03-04 12:00,-0.4,12:00,1017.2,48.0,0.0,2.0,2017-03-05,2017-03-05 12:00,-0.2,12:00,2012-03-04 12:00:00,2017-03-05 12:00:00,1.0,1.0,1.0,877.0,826.0
139,65.375,1032.6,63.0,50.0,0.6,2012-03-05,2012-03-05 09:00,-3.7,09:00,1023.9,72.0,0.0,1.9,2017-03-06,2017-03-06 09:00,-4.2,09:00,2012-03-05 09:00:00,2017-03-06 09:00:00,1.0,1.0,1.0,1023.0,1040.0
140,65.3819444444,1032.6,63.0,50.0,0.9,2012-03-05,2012-03-05 09:10,-3.3,09:10,1023.8,73.0,0.0,1.9,2017-03-06,2017-03-06 09:10,-3.8,09:10,2012-03-05 09:10:00,2017-03-06 09:10:00,1.0,1.0,1.0,1030.0,1048.0
141,65.3888888889,1032.6,60.0,50.0,0.8,2012-03-05,2012-03-05 09:20,-2.9,09:20,1023.9,70.0,0.0,2.2,2017-03-06,2017-03-06 09:20,-3.5,09:20,2012-03-05 09:20:00,2017-03-06 09:20:00,1.0,1.0,1.0,1030.0,1050.0
142,65.3958333333,1032.6,58.0,50.0,1.4,2012-03-05,2012-03-05 09:30,-2.8,09:30,1024.0,67.0,0.0,2.4,2017-03-06,2017-03-06 09:30,-3.4,09:30,2012-03-05 09:30:00,2017-03-06 09:30:00,1.0,1.0,1.0,1039.0,1055.0
143,65.4027777778,1032.5,58.0,50.0,1.6,2012-03-05,2012-03-05 09:40,-2.5,09:40,1023.9,65.0,0.0,2.1,2017-03-06,2017-03-06 09:40,-2.9,09:40,2012-03-05 09:40:00,2017-03-06 09:40:00,1.0,1.0,1.0,1043.0,1052.0
144,65.4097222222,1032.6,58.0,50.0,1.7,2012-03-05,2012-03-05 09:50,-2.2,09:50,1024.0,63.0,0.0,2.5,2017-03-06,2017-03-06 09:50,-2.8,09:50,2012-03-05 09:50:00,2017-03-06 09:50:00,1.0,1.0,1.0,1048.0,1046.0
145,65.4166666667,1032.7,56.0,50.0,1.8,2012-03-05,2012-03-05 10:00,-2.1,10:00,1023.9,60.0,0.0,2.1,2017-03-06,2017-03-06 10:00,-2.3,10:00,2012-03-05 10:00:00,2017-03-06 10:00:00,1.0,1.0,1.0,1042.0,1043.0
146,65.4236111111,1032.7,57.0,50.0,1.7,2012-03-05,2012-03-05 10:10,-2.1,10:10,1023.9,58.0,0.0,3.5,2017-03-06,2017-03-06 10:10,-2.3,10:10,2012-03-05 10:10:00,2017-03-06 10:10:00,1.0,1.0,1.0,1040.0,1038.0
147,65.4305555556,1032.7,55.0,50.0,1.5,2012-03-05,2012-03-05 10:20,-1.9,10:20,1024.0,56.0,0.0,3.2,2017-03-06,2017-03-06 10:20,-2.2,10:20,2012-03-05 10:20:00,2017-03-06 10:20:00,1.0,1.0,1.0,1040.0,1019.0
148,65.4375,1032.7,53.0,51.0,1.5,2012-03-05,2012-03-05 10:30,-1.7,10:30,1024.0,56.0,0.0,3.3,2017-03-06,2017-03-06 10:30,-2.0,10:30,2012-03-05 10:30:00,2017-03-06 10:30:00,1.0,1.0,1.0,1030.0,1020.0
149,65.4444444444,1032.6,53.0,50.0,1.9,2012-03-05,2012-03-05 10:40,-1.7,10:40,1023.9,55.0,0.0,1.6,2017-03-06,2017-03-06 10:40,-1.4,10:40,2012-03-05 10:40:00,2017-03-06 10:40:00,1.0,1.0,1.0,1015.0,
150,65.4513888889,1032.6,53.0,51.0,1.7,2012-03-05,2012-03-05 10:50,-1.3,10:50,1023.9,54.0,0.0,3.6,2017-03-06,2017-03-06 10:50,-1.6,10:50,2012-03-05 10:50:00,2017-03-06 10:50:00,1.0,1.0,1.0,998.0,984.0
152,65.4583333333,1032.5,52.0,51.0,2.2,2012-03-05,2012-03-05 11:00,-1.3,11:00,1023.9,53.0,0.0,2.8,2017-03-06,2017-03-06 11:00,-1.6,11:00,2012-03-05 11:00:00,2017-03-06 11:00:00,1.0,1.0,1.0,989.0,961.0
154,65.4652777778,1032.6,49.0,51.0,2.2,2012-03-05,2012-03-05 11:10,-0.9,11:10,1023.9,52.0,0.0,3.5,2017-03-06,2017-03-06 11:10,-1.6,11:10,2012-03-05 11:10:00,2017-03-06 11:10:00,1.0,1.0,1.0,976.0,952.0
156,65.4722222222,1032.6,49.0,51.0,2.2,2012-03-05,2012-03-05 11:20,-0.9,11:20,1023.9,50.0,0.0,3.3,2017-03-06,2017-03-06 11:20,-1.5,11:20,2012-03-05 11:20:00,2017-03-06 11:20:00,1.0,1.0,1.0,953.0,939.0
158,65.4791666667,1032.6,48.0,51.0,1.7,2012-03-05,2012-03-05 11:30,-0.9,11:30,1023.8,50.0,0.0,3.1,2017-03-06,2017-03-06 11:30,-1.1,11:30,2012-03-05 11:30:00,2017-03-06 11:30:00,1.0,1.0,1.0,930.0,
160,65.4861111111,1032.6,46.0,51.0,2.3,2012-03-05,2012-03-05 11:40,-0.7,11:40,1023.9,50.0,0.0,3.0,2017-03-06,2017-03-06 11:40,-1.0,11:40,2012-03-05 11:40:00,2017-03-06 11:40:00,1.0,1.0,1.0,913.0,
162,65.4930555556,1032.5,47.0,51.0,2.2,2012-03-05,2012-03-05 11:50,-0.4,11:50,1023.8,48.0,0.0,3.1,2017-03-06,2017-03-06 11:50,-1.1,11:50,2012-03-05 11:50:00,2017-03-06 11:50:00,1.0,1.0,1.0,888.0,876.0
163,65.5,1032.6,42.0,51.0,2.1,2012-03-05,2012-03-05 12:00,-0.5,12:00,1023.8,46.0,0.0,2.3,2017-03-06,2017-03-06 12:00,-0.9,12:00,2012-03-05 12:00:00,2017-03-06 12:00:00,1.0,1.0,1.0,865.0,846.0
218,71.3541666667,1009.8,74.0,46.0,4.5,2012-03-11,2012-03-11 08:30,1.9,08:30,1037.7,66.0,0.0,2.5,2015-03-12,2015-03-12 08:30,3.4,08:30,2012-03-11 08:30:00,2015-03-12 08:30:00,1.0,1.0,1.0,1034.0,965.0
220,71.3611111111,1010.0,73.0,46.0,5.0,2012-03-11,2012-03-11 08:40,2.0,08:40,1037.7,62.0,0.0,2.3,2015-03-12,2015-03-12 08:40,4.0,08:40,2012-03-11 08:40:00,2015-03-12 08:40:00,1.0,1.0,1.0,1055.0,979.0
222,71.3680555556,1010.1,74.0,46.0,5.4,2012-03-11,2012-03-11 08:50,1.9,08:50,1037.9,61.0,0.0,2.5,2015-03-12,2015-03-12 08:50,3.9,08:50,2012-03-11 08:50:00,2015-03-12 08:50:00,1.0,1.0,1.0,1080.0,977.0
224,71.375,1010.2,74.0,46.0,6.0,2012-03-11,2012-03-11 09:00,2.0,09:00,1037.7,60.0,0.0,2.6,2015-03-12,2015-03-12 09:00,4.0,09:00,2012-03-11 09:00:00,2015-03-12 09:00:00,1.0,1.0,1.0,1084.0,984.0
226,71.3819444444,1010.2,73.0,46.0,5.5,2012-03-11,2012-03-11 09:10,2.1,09:10,1037.6,59.0,0.0,2.5,2015-03-12,2015-03-12 09:10,4.8,09:10,2012-03-11 09:10:00,2015-03-12 09:10:00,1.0,1.0,1.0,1104.0,994.0
228,71.3888888889,1010.2,74.0,46.0,5.0,2012-03-11,2012-03-11 09:20,2.0,09:20,1037.7,57.0,0.0,2.4,2015-03-12,2015-03-12 09:20,5.3,09:20,2012-03-11 09:20:00,2015-03-12 09:20:00,1.0,1.0,1.0,1092.0,1007.0
230,71.3958333333,1010.4,74.0,46.0,3.8,2012-03-11,2012-03-11 09:30,2.2,09:30,1037.6,56.0,0.0,2.8,2015-03-12,2015-03-12 09:30,5.2,09:30,2012-03-11 09:30:00,2015-03-12 09:30:00,1.0,1.0,1.0,1106.0,981.0
232,71.4027777778,1010.5,72.0,46.0,4.4,2012-03-11,2012-03-11 09:40,2.4,09:40,1037.7,54.0,0.0,2.2,2015-03-12,2015-03-12 09:40,5.4,09:40,2012-03-11 09:40:00,2015-03-12 09:40:00,1.0,1.0,1.0,1111.0,989.0
234,71.4097222222,1010.6,72.0,46.0,4.3,2012-03-11,2012-03-11 09:50,2.5,09:50,1037.7,55.0,0.0,3.0,2015-03-12,2015-03-12 09:50,5.0,09:50,2012-03-11 09:50:00,2015-03-12 09:50:00,1.0,1.0,1.0,1116.0,997.0
236,71.4166666667,1010.6,72.0,46.0,4.8,2012-03-11,2012-03-11 10:00,2.3,10:00,1037.8,54.0,0.0,2.9,2015-03-12,2015-03-12 10:00,5.3,10:00,2012-03-11 10:00:00,2015-03-12 10:00:00,1.0,1.0,1.0,1106.0,976.0
238,71.4236111111,1010.6,72.0,46.0,6.1,2012-03-11,2012-03-11 10:10,2.3,10:10,1037.8,53.0,0.0,2.7,2015-03-12,2015-03-12 10:10,5.5,10:10,2012-03-11 10:10:00,2015-03-12 10:10:00,1.0,1.0,1.0,1110.0,991.0
240,71.4305555556,1010.5,72.0,46.0,5.1,2012-03-11,2012-03-11 10:20,2.3,10:20,1038.0,52.0,0.0,2.8,2015-03-12,2015-03-12 10:20,5.6,10:20,2012-03-11 10:20:00,2015-03-12 10:20:00,1.0,1.0,1.0,1104.0,1008.0
242,71.4375,1010.5,72.0,46.0,4.9,2012-03-11,2012-03-11 10:30,2.3,10:30,1038.1,52.0,0.0,2.0,2015-03-12,2015-03-12 10:30,6.0,10:30,2012-03-11 10:30:00,2015-03-12 10:30:00,1.0,1.0,1.0,1094.0,996.0
244,71.4444444444,1010.4,72.0,46.0,5.2,2012-03-11,2012-03-11 10:40,2.1,10:40,1037.9,50.0,0.0,2.3,2015-03-12,2015-03-12 10:40,6.3,10:40,2012-03-11 10:40:00,2015-03-12 10:40:00,1.0,1.0,1.0,1080.0,1005.0
246,71.4513888889,1010.5,72.0,45.0,4.9,2012-03-11,2012-03-11 10:50,2.3,10:50,1037.7,48.0,0.0,2.5,2015-03-12,2015-03-12 10:50,6.1,10:50,2012-03-11 10:50:00,2015-03-12 10:50:00,1.0,1.0,1.0,1074.0,1000.0
248,71.4583333333,1010.7,71.0,45.0,5.0,2012-03-11,2012-03-11 11:00,2.4,11:00,1037.9,50.0,0.0,3.4,2015-03-12,2015-03-12 11:00,5.9,11:00,2012-03-11 11:00:00,2015-03-12 11:00:00,1.0,1.0,1.0,1051.0,977.0
250,71.4652777778,1010.7,71.0,45.0,5.7,2012-03-11,2012-03-11 11:10,2.4,11:10,1037.8,51.0,0.0,3.3,2015-03-12,2015-03-12 11:10,5.9,11:10,2012-03-11 11:10:00,2015-03-12 11:10:00,1.0,1.0,1.0,1034.0,969.0
252,71.4722222222,1010.6,69.0,45.0,4.9,2012-03-11,2012-03-11 11:20,2.6,11:20,1037.9,50.0,0.0,3.3,2015-03-12,2015-03-12 11:20,5.9,11:20,2012-03-11 11:20:00,2015-03-12 11:20:00,1.0,1.0,1.0,1022.0,951.0
254,71.4791666667,1010.5,68.0,45.0,5.1,2012-03-11,2012-03-11 11:30,2.7,11:30,1038.0,50.0,0.0,3.1,2015-03-12,2015-03-12 11:30,6.6,11:30,2012-03-11 11:30:00,2015-03-12 11:30:00,1.0,1.0,1.0,997.0,930.0
256,71.4861111111,1010.6,67.0,45.0,4.9,2012-03-11,2012-03-11 11:40,2.7,11:40,1038.0,50.0,0.0,3.5,2015-03-12,2015-03-12 11:40,6.1,11:40,2012-03-11 11:40:00,2015-03-12 11:40:00,1.0,1.0,1.0,973.0,899.0
